Durchgang;Bubblesort Zeit;Insertionsort Zeit;Mergesort Zeit;Quicksort Zeit;Selectionsort Zeit;Simplesort Zeit;
832;1,610343;0,5674;0,14697;0,106915;0,78153;2,508124;
833;1,606127;0,543306;0,147572;0,105709;0,781228;2,500896;
834;1,616969;0,578844;0,147271;0,106915;0,786348;2,591247;
835;1,615764;0,595409;0,14968;0,104505;0,786048;2,570767;
836;1,612151;0,553245;0,147271;0,105409;0,787252;2,507522;
837;1,631124;0,558967;0,147873;0,107216;0,789963;2,543059;
838;1,637449;0,573423;0,146669;0,107517;0,793275;2,533121;
839;1,615162;0,59059;0,148777;0,103601;0,795384;2,600884;
840;1,655218;0,584265;0,149078;0,106011;0,79177;2,578296;
841;1,658831;0,573725;0,150282;0,105709;0,800202;2,547577;
842;0,850798;0,296952;0,077701;0,05692;0,413202;1,304959;
843;0,917357;0,323755;0,08252;0,059933;0,443318;1,389588;
844;1,66365;0,580049;0,150584;0,106915;0,80231;2,560226;
845;1,659133;0,582157;0,150885;0,11083;0,806226;2,546974;
846;1,672383;0,572218;0,153294;0,107216;0,80743;2,598776;
847;1,672383;0,584868;0,149982;0,10842;0,80984;2,610822;
848;1,657927;0,593301;0,149981;0,107216;0,815863;2,61293;
849;1,691357;0,593;0,152692;0,108721;0,80743;2,576489;
850;1,694369;0,577339;0,152692;0,109324;0,820079;2,633109;
851;1,676299;0,580651;0,152391;0,110227;0,813153;2,606907;
852;1,682924;0,589988;0,150885;0,107818;0,817068;2,626784;
853;1,687442;0,59842;0,152993;0,109625;0,811346;2,642445;
854;1,708524;0,589987;0,152391;0,107216;0,817067;2,59486;
855;1,717559;0,597516;0,152089;0,11083;0,819477;2,674067;
856;1,692261;0,615587;0,151788;0,108421;0,821284;2,681597;
857;1,690153;0,587879;0,154801;0,109625;0,829114;2,665936;
858;1,717861;0,585771;0,152993;0,110227;0,829416;2,62317;
859;1,719667;0,602034;0,1548;0,111131;0,830621;2,595764;
860;1,721474;0,581856;0,1548;0,112035;0,832427;2,634313;
861;1,727798;0,582157;0,153896;0,109926;0,834234;2,653287;
862;1,709427;0,611672;0,1548;0,110529;0,832728;2,735506;
863;1,734425;0,614683;0,153294;0,110227;0,841764;2,640035;
864;0,93121;0,312009;0,082822;0,061438;0,449041;1,419403;
865;1,730208;0,614683;0,155403;0,111733;0,846582;2,776163;
866;1,656422;0,544511;0,145464;0,104807;0,790565;2,520471;
867;1,634738;0,586374;0,146066;0,101494;0,792372;2,56896;
868;1,749483;0,60113;0,154198;0,111734;0,846582;2,684006;
869;1,770865;0,602034;0,155102;0,110227;0,845679;2,660816;
870;1,766047;0,59059;0,1548;0,112637;0,845378;2,705991;
871;1,766047;0,605949;0,154499;0,111131;0,852304;2,742734;
872;1,772673;0,611069;0,156908;0,11354;0,85893;2,718339;
873;1,774781;0,599625;0,156908;0,10842;0,855918;2,766526;
874;1,67389;0,59059;0,147271;0,105409;0,807129;2,625278;
875;0,980301;0,334597;0,086134;0,063547;0,47223;1,509754;
876;1,546194;0,611672;0,163534;0,113239;0,864652;2,745143;
877;1,772974;0,630645;0,155101;0,111131;0,862243;2,827663;
878;1,775684;0,618598;0,154801;0,112034;0,863147;2,672561;
879;1,797067;0,638777;0,16263;0,11354;0,895974;2,815616;
880;1,807006;0,606551;0,158113;0,112336;0,866761;2,780379;
881;1,780202;0,607154;0,157811;0,112637;0,867965;2,72376;
882;1,807306;0,606552;0,159017;0,113239;0,883626;2,812303;
883;1,778696;0,648414;0,158415;0,112335;0,877302;2,866513;
884;1,798573;0,627935;0,157209;0,113239;0,872182;2,812604;
885;0,773699;0,28099;0,068666;0,048488;0,380073;1,225753;
886;1,827485;0,659256;0,158113;0,113841;0,879109;2,875247;
887;1,830195;0,622213;0,157812;0,115347;0,880614;2,894823;
888;1,804898;0,646005;0,159016;0,114143;0,884529;2,911689;
889;1,832906;0,621008;0,159317;0,112336;0,890553;2,880367;
890;1,82869;0,640885;0,158113;0,112336;0,897178;2,883378;
891;1,816945;0,661063;0,160522;0,115347;0,887541;2,892715;
892;1,856397;0,645101;0,158715;0,114143;0,890552;2,888198;
893;1,84917;0,638475;0,163534;0,114745;0,898082;2,968308;
894;1,850374;0,639981;0,169557;0,114143;0,895672;2,864105;
895;1,858506;0,642692;0,159317;0,115347;0,889649;2,944215;
896;1,839833;0,67311;0,15992;0,114745;0,901696;2,9921;
897;1,848567;0,66558;0,160221;0,114745;0,901395;2,961381;
898;1,863023;0,634861;0,160221;0,11595;0,895673;2,875849;
899;1,859107;0,649919;0,161426;0,114444;0,911936;2,926144;
900;1,878382;0,652028;0,160522;0,115347;0,911635;2,95325;
901;1,881997;0,652028;0,158414;0,127093;0,901696;2,943311;
902;1,86483;0,680639;0,163233;0,118359;0,924284;2,995112;
903;1,881696;0,667387;0,163534;0,115649;0,91043;3,042094;
904;1,891031;0,653835;0,162932;0,116251;0,915248;3,639611;
905;1,901271;0,659557;0,161426;0,116251;0,913743;2,938191;
906;1,904886;0,640583;0,163233;0,122274;0,934523;2,950841;
907;1,884406;0,65775;0,162028;0,115348;0,925789;2,995413;
908;1,905487;0,66528;0,163534;0,114745;0,920067;3,023723;
909;1,920847;0,672808;0,161124;0,117456;0,930307;3,049021;
910;1,919643;0,667688;0,161727;0,117756;0,919465;2,991799;
911;1,913619;0,660762;0,163233;0,115648;0,927897;2,991498;
912;1,907295;0,654136;0,161727;0,116251;0,929102;2,968609;
913;2,294596;0,670701;0,163534;0,118961;0,935427;3,02553;
914;1,938917;0,696601;0,178894;0,119864;0,942654;3,03848;
915;1,934099;0,647209;0,163233;0,11866;0,93633;2,949034;
916;1,930786;0,692987;0,163534;0,119262;0,932415;3,065586;
917;1,946446;0,665581;0,169858;0,120768;0,930306;3,054744;
918;1,947952;0,687565;0,16233;0,120768;0,937535;3,019808;
919;1,962408;0,667689;0,16504;0,117455;0,94898;3,087871;
920;1,962409;0,682446;0,165642;0,118058;0,945064;3,010772;
921;1,959999;0,665882;0,165341;0,118057;0,937535;3,096606;
922;1,969938;0,702925;0,164136;0,115648;0,955906;3,120097;
923;1,975961;0,684855;0,164438;0,118359;0,960424;3,125818;
924;1,958192;0,68877;0,165341;0,118058;0,950485;3,11829;
925;1,977467;0,695095;0,164738;0,121069;0,96193;3,072813;
926;0,958616;0,333995;0,08011;0,057222;0,464099;1,507344;
927;1,98349;0,683951;0,168353;0,118058;0,953196;3,071909;
928;2,005776;0,694191;0,171966;0,12107;0,956508;3,112568;
929;1,999151;0,695095;0,165643;0,12137;0,962532;3,156538;
930;1,458856;0,500842;0,121069;0,085531;0,70413;2,26719;
931;1,452531;0,520418;0,120768;0,086134;0,701118;2,300319;
932;2,002464;0,702022;0,16775;0,125888;0,963134;3,117687;
933;2,022642;0,694191;0,166546;0,120768;0,976084;3,164067;
934;2,020232;0,6963;0,168654;0,118961;0,964941;3,117989;
935;2,008487;0,692084;0,165341;0,121672;0,973675;3,099918;
936;2,028364;0,713466;0,166846;0,121371;0,976988;3,253514;
937;2,013004;0,699913;0,166245;0,118961;0,981505;3,146299;
938;2,0377;0,702925;0,16775;0,121069;0,983012;3,211049;
939;2,035893;0,731235;0,168052;0,122876;0,987529;3,247491;
940;2,018727;0,728223;0,169859;0,121069;0,981506;3,188461;
941;2,053662;0,705033;0,167751;0,121973;0,986926;3,220084;
942;2,048542;0,720694;0,173171;0,122877;0,992949;3,232432;
943;2,028062;0,695396;0,169256;0,117154;0,993853;3,171295;
944;2,050952;0,718887;0,166546;0,119262;0,991143;3,252008;
945;2,06872;0,714369;0,168955;0,120166;0,993854;3,217373;
946;2,072937;0,726115;0,169557;0,122876;0,997166;3,239058;
947;2,058179;0,693589;0,16745;0,121069;0,99807;3,165573;
948;2,073238;0,739065;0,174376;0,122274;0,996564;3,268873;
949;2,078659;0,727018;0,17016;0,129803;1,002285;3,310134;
950;2,075648;0,749305;0,170762;0,12378;1,009815;3,358321;
951;2,074442;0,721297;0,168654;0,123478;1,004695;3,304411;
952;2,106969;0,712262;0,166847;0,121069;1,012526;3,21105;
953;2,103355;0,736656;0,171364;0,124382;1,0059;3,26526;
954;2,06872;0,746595;0,17016;0,12378;1,01644;3,320976;
955;2,115702;0,731235;0,169256;0,120768;1,022163;3,267669;
956;2,090103;0,715876;0,168353;0,124081;1,01102;3,333323;
957;2,100042;0,759846;0,168955;0,121973;1,017646;3,351694;
958;2,134977;0,731235;0,168955;0,123178;1,019452;3,278511;
959;2,108475;0,764665;0,169858;0,124985;1,020356;3,391147;
960;2,12805;0,752617;0,170461;0,124081;1,031198;3,378197;
961;2,122328;0,728223;0,169859;0,122876;1,024272;3,331516;
962;2,132568;0,755328;0,172268;0,124081;1,028186;3,412832;
963;2,127147;0,781229;0,170762;0,121972;1,033608;3,373981;
964;2,149132;0,736355;0,174376;0,123177;1,037824;3,403797;
965;2,140399;0,744185;0,171967;0,124382;1,029391;3,376692;
966;2,158769;0,75834;0,175882;0,124382;1,028788;3,418855;
967;2,158469;0,756533;0,172569;0,122575;1,033909;3,37127;
968;2,157264;0,740873;0,173472;0,127997;1,032704;3,354405;
969;2,142808;0,787553;0,172569;0,12378;1,051678;3,412831;
970;2,17172;0,796588;0,174376;0,12619;1,047159;3,516132;
971;2,149433;0,757437;0,17287;0,124081;1,064026;3,363741;
972;2,182261;0,765568;0,174075;0,129803;1,051678;3,408916;
973;2,181357;0,745691;0,174376;0,124081;1,04987;3,399581;
974;2,179248;0,774604;0,175279;0,124684;1,048967;3,466439;
975;2,162082;0,770086;0,172569;0,125587;1,058303;3,479088;
976;2,182261;0,779723;0,175882;0,127695;1,053786;3,450779;
977;2,187983;0,749306;0,171665;0,126189;1,053485;3,389943;
978;2,216594;0,777916;0,174075;0,137634;1,065531;3,473366;
979;2,213883;0,770688;0,17528;0,126189;1,060411;3,453489;
980;2,218401;0,772796;0,176484;0,125286;1,064025;3,416446;
981;2,22322;0,77912;0,173473;0,12649;1,067338;3,494749;
982;2,220509;0,772495;0,174978;0,126189;1,069748;3,526372;
983;2,222015;0,800203;0,176183;0,129502;1,076072;3,519746;
984;2,236169;0,80201;0,174376;0,129201;1,065531;3,531191;
985;2,237374;0,802913;0,175882;0,12649;1,094745;3,640514;
986;0,943257;0,32496;0,07228;0,052102;0,460485;1,460362;
987;2,238278;0,770085;0,176484;0,127093;1,080288;3,447165;
988;2,240687;0,80472;0,177087;0,129201;1,077277;3,548959;
989;2,240085;0,791468;0,175881;0,126791;1,081192;3,582991;
990;2,268395;0,788457;0,178291;0,124683;1,080289;3,550465;
991;2,262974;0,767375;0,178893;0,128598;1,086011;3,609494;
992;2,103957;0,741474;0,166847;0,118058;1,017947;3,345068;
993;2,259359;0,782434;0,179195;0,125888;1,088118;3,561006;
994;2,25936;0,788156;0,177689;0,127394;1,095346;3,557693;
995;2,261167;0,796588;0,178291;0,129201;1,094745;3,612807;
996;2,27502;0,777615;0,177388;0,128598;1,099563;3,572451;
997;2,278333;0,816767;0,177689;0,131309;1,094744;3,651055;
998;2,275924;0,814056;0,1804;0,128297;1,102274;3,651356;
999;2,284356;0,785747;0,177388;0,12649;1,10408;3,55709;
